track_genre,popularity
chicago-house,15
chicago-house,23
chicago-house,32
chicago-house,43
chicago-house,13
chicago-house,13
chicago-house,14
chicago-house,45
chicago-house,14
chicago-house,14
chicago-house,13
chicago-house,14
chicago-house,13
chicago-house,13
chicago-house,13
chicago-house,13
chicago-house,14
chicago-house,14
chicago-house,14
chicago-house,12
chicago-house,14
chicago-house,14
chicago-house,14
chicago-house,14
chicago-house,13
chicago-house,14
chicago-house,14
chicago-house,14
chicago-house,14
chicago-house,13
chicago-house,13
chicago-house,13
chicago-house,14
chicago-house,14
chicago-house,14
chicago-house,14
chicago-house,14
chicago-house,13
chicago-house,14
chicago-house,14
chicago-house,14
chicago-house,14
chicago-house,13
chicago-house,14
chicago-house,12
chicago-house,14
chicago-house,12
chicago-house,14
chicago-house,14
chicago-house,12
chicago-house,14
chicago-house,21
chicago-house,29
chicago-house,45
chicago-house,13
chicago-house,12
chicago-house,11
chicago-house,13
chicago-house,13
chicago-house,13
chicago-house,13
chicago-house,13
chicago-house,12
chicago-house,13
chicago-house,12
chicago-house,11
chicago-house,12
chicago-house,13
chicago-house,13
chicago-house,13
chicago-house,13
chicago-house,12
chicago-house,12
chicago-house,11
chicago-house,13
chicago-house,12
chicago-house,12
chicago-house,12
chicago-house,13
chicago-house,12
chicago-house,13
chicago-house,12
chicago-house,13
chicago-house,13
chicago-house,13
chicago-house,12
chicago-house,13
chicago-house,14
chicago-house,12
chicago-house,14
chicago-house,12
chicago-house,13
chicago-house,11
chicago-house,13
chicago-house,13
chicago-house,12
chicago-house,11
chicago-house,11
chicago-house,12
chicago-house,13
chicago-house,12
chicago-house,39
chicago-house,18
chicago-house,39
chicago-house,35
chicago-house,11
chicago-house,13
chicago-house,41
chicago-house,40
chicago-house,44
chicago-house,12
chicago-house,11
chicago-house,12
chicago-house,12
chicago-house,11
chicago-house,12
chicago-house,11
chicago-house,11
chicago-house,12
chicago-house,12
chicago-house,11
chicago-house,11
chicago-house,12
chicago-house,11
chicago-house,11
chicago-house,11
chicago-house,12
chicago-house,11
chicago-house,12
chicago-house,12
chicago-house,11
chicago-house,11
chicago-house,11
chicago-house,12
chicago-house,11
chicago-house,13
chicago-house,11
chicago-house,11
chicago-house,12
chicago-house,12
chicago-house,12
chicago-house,12
chicago-house,12
chicago-house,12
chicago-house,12
chicago-house,11
chicago-house,11
chicago-house,11
chicago-house,11
chicago-house,11
chicago-house,11
chicago-house,18
chicago-house,41
chicago-house,38
chicago-house,48
chicago-house,10
chicago-house,11
chicago-house,12
chicago-house,10
chicago-house,12
chicago-house,11
chicago-house,11
chicago-house,10
chicago-house,11
chicago-house,10
chicago-house,10
chicago-house,11
chicago-house,9
chicago-house,10
chicago-house,11
chicago-house,10
chicago-house,12
chicago-house,11
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,11
chicago-house,10
chicago-house,10
chicago-house,9
chicago-house,10
chicago-house,10
chicago-house,11
chicago-house,11
chicago-house,10
chicago-house,44
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,12
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,11
chicago-house,12
chicago-house,11
chicago-house,9
chicago-house,11
chicago-house,11
chicago-house,11
chicago-house,10
chicago-house,39
chicago-house,32
chicago-house,41
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,11
chicago-house,11
chicago-house,11
chicago-house,9
chicago-house,10
chicago-house,10
chicago-house,9
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,9
chicago-house,9
chicago-house,10
chicago-house,10
chicago-house,9
chicago-house,10
chicago-house,10
chicago-house,11
chicago-house,9
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,11
chicago-house,11
chicago-house,10
chicago-house,11
chicago-house,11
chicago-house,49
chicago-house,10
chicago-house,10
chicago-house,11
chicago-house,10
chicago-house,9
chicago-house,10
chicago-house,11
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,9
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,42
chicago-house,37
chicago-house,39
chicago-house,41
chicago-house,16
chicago-house,38
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,9
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,11
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,9
chicago-house,9
chicago-house,10
chicago-house,11
chicago-house,11
chicago-house,10
chicago-house,10
chicago-house,11
chicago-house,10
chicago-house,10
chicago-house,11
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,10
chicago-house,11
chicago-house,11
chicago-house,11
chicago-house,10
chicago-house,10
chicago-house,11
chicago-house,10
chicago-house,9
chicago-house,10
chicago-house,11
chicago-house,11
chicago-house,10
chicago-house,41
chicago-house,24
chicago-house,16
chicago-house,16
chicago-house,10
chicago-house,8
chicago-house,10
chicago-house,9
chicago-house,9
chicago-house,10
chicago-house,9
chicago-house,8
chicago-house,28
chicago-house,9
chicago-house,9
chicago-house,9
chicago-house,10
chicago-house,7
chicago-house,8
chicago-house,9
chicago-house,8
chicago-house,7
chicago-house,9
chicago-house,8
chicago-house,8
chicago-house,9
chicago-house,7
chicago-house,9
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,9
chicago-house,8
chicago-house,10
chicago-house,8
chicago-house,7
chicago-house,9
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,10
chicago-house,9
chicago-house,9
chicago-house,7
chicago-house,8
chicago-house,10
chicago-house,7
chicago-house,9
chicago-house,9
chicago-house,30
chicago-house,27
chicago-house,36
chicago-house,8
chicago-house,7
chicago-house,9
chicago-house,8
chicago-house,9
chicago-house,8
chicago-house,10
chicago-house,8
chicago-house,9
chicago-house,8
chicago-house,9
chicago-house,8
chicago-house,9
chicago-house,8
chicago-house,9
chicago-house,7
chicago-house,8
chicago-house,9
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,7
chicago-house,8
chicago-house,7
chicago-house,7
chicago-house,8
chicago-house,8
chicago-house,7
chicago-house,9
chicago-house,9
chicago-house,9
chicago-house,7
chicago-house,9
chicago-house,8
chicago-house,8
chicago-house,9
chicago-house,9
chicago-house,7
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,7
chicago-house,41
chicago-house,35
chicago-house,8
chicago-house,38
chicago-house,40
chicago-house,9
chicago-house,38
chicago-house,7
chicago-house,7
chicago-house,8
chicago-house,10
chicago-house,8
chicago-house,7
chicago-house,8
chicago-house,7
chicago-house,8
chicago-house,8
chicago-house,9
chicago-house,9
chicago-house,9
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,7
chicago-house,9
chicago-house,9
chicago-house,9
chicago-house,7
chicago-house,9
chicago-house,9
chicago-house,8
chicago-house,9
chicago-house,8
chicago-house,9
chicago-house,9
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,9
chicago-house,8
chicago-house,7
chicago-house,8
chicago-house,7
chicago-house,9
chicago-house,8
chicago-house,26
chicago-house,9
chicago-house,10
chicago-house,8
chicago-house,38
chicago-house,10
chicago-house,36
chicago-house,36
chicago-house,21
chicago-house,9
chicago-house,9
chicago-house,8
chicago-house,9
chicago-house,9
chicago-house,8
chicago-house,8
chicago-house,7
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,9
chicago-house,9
chicago-house,32
chicago-house,8
chicago-house,7
chicago-house,8
chicago-house,9
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,9
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,9
chicago-house,7
chicago-house,7
chicago-house,7
chicago-house,9
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,9
chicago-house,8
chicago-house,8
chicago-house,32
chicago-house,2
chicago-house,36
chicago-house,7
chicago-house,33
chicago-house,35
chicago-house,6
chicago-house,5
chicago-house,8
chicago-house,32
chicago-house,32
chicago-house,9
chicago-house,7
chicago-house,7
chicago-house,8
chicago-house,9
chicago-house,5
chicago-house,9
chicago-house,5
chicago-house,8
chicago-house,5
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,9
chicago-house,8
chicago-house,8
chicago-house,8
chicago-house,6
chicago-house,7
chicago-house,7
chicago-house,8
chicago-house,9
chicago-house,8
chicago-house,5
chicago-house,6
chicago-house,9
chicago-house,9
chicago-house,5
chicago-house,8
chicago-house,6
chicago-house,7
chicago-house,6
chicago-house,7
chicago-house,6
chicago-house,12
chicago-house,31
chicago-house,10
chicago-house,4
chicago-house,20
chicago-house,5
chicago-house,5
chicago-house,7
chicago-house,5
chicago-house,24
chicago-house,6
chicago-house,5
chicago-house,4
chicago-house,31
chicago-house,22
chicago-house,6
chicago-house,6
chicago-house,6
chicago-house,5
chicago-house,7
chicago-house,5
chicago-house,6
chicago-house,7
chicago-house,4
chicago-house,5
chicago-house,5
chicago-house,6
chicago-house,4
chicago-house,5
chicago-house,6
chicago-house,4
chicago-house,7
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,6
chicago-house,6
chicago-house,6
chicago-house,6
chicago-house,6
chicago-house,7
chicago-house,5
chicago-house,7
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,7
chicago-house,5
chicago-house,31
chicago-house,13
chicago-house,15
chicago-house,35
chicago-house,20
chicago-house,26
chicago-house,35
chicago-house,13
chicago-house,22
chicago-house,26
chicago-house,5
chicago-house,15
chicago-house,6
chicago-house,6
chicago-house,7
chicago-house,5
chicago-house,5
chicago-house,6
chicago-house,5
chicago-house,6
chicago-house,6
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,21
chicago-house,7
chicago-house,4
chicago-house,6
chicago-house,7
chicago-house,5
chicago-house,6
chicago-house,7
chicago-house,4
chicago-house,5
chicago-house,6
chicago-house,7
chicago-house,5
chicago-house,6
chicago-house,5
chicago-house,7
chicago-house,4
chicago-house,5
chicago-house,6
chicago-house,5
chicago-house,6
chicago-house,6
chicago-house,7
chicago-house,6
chicago-house,7
chicago-house,6
chicago-house,29
chicago-house,32
chicago-house,5
chicago-house,7
chicago-house,31
chicago-house,6
chicago-house,6
chicago-house,6
chicago-house,5
chicago-house,5
chicago-house,6
chicago-house,5
chicago-house,5
chicago-house,6
chicago-house,5
chicago-house,6
chicago-house,5
chicago-house,7
chicago-house,6
chicago-house,6
chicago-house,6
chicago-house,5
chicago-house,6
chicago-house,5
chicago-house,5
chicago-house,7
chicago-house,5
chicago-house,5
chicago-house,7
chicago-house,7
chicago-house,7
chicago-house,6
chicago-house,7
chicago-house,6
chicago-house,5
chicago-house,5
chicago-house,6
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,6
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,21
chicago-house,40
chicago-house,34
chicago-house,31
chicago-house,28
chicago-house,5
chicago-house,7
chicago-house,6
chicago-house,7
chicago-house,7
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,7
chicago-house,5
chicago-house,6
chicago-house,5
chicago-house,7
chicago-house,5
chicago-house,7
chicago-house,5
chicago-house,7
chicago-house,7
chicago-house,6
chicago-house,7
chicago-house,4
chicago-house,7
chicago-house,7
chicago-house,4
chicago-house,5
chicago-house,5
chicago-house,4
chicago-house,6
chicago-house,5
chicago-house,5
chicago-house,7
chicago-house,6
chicago-house,6
chicago-house,5
chicago-house,6
chicago-house,6
chicago-house,6
chicago-house,5
chicago-house,4
chicago-house,5
chicago-house,5
chicago-house,6
chicago-house,6
chicago-house,5
chicago-house,5
chicago-house,33
chicago-house,26
chicago-house,5
chicago-house,28
chicago-house,6
chicago-house,7
chicago-house,37
chicago-house,25
chicago-house,7
chicago-house,5
chicago-house,4
chicago-house,7
chicago-house,6
chicago-house,5
chicago-house,6
chicago-house,4
chicago-house,4
chicago-house,6
chicago-house,7
chicago-house,7
chicago-house,5
chicago-house,5
chicago-house,6
chicago-house,7
chicago-house,5
chicago-house,5
chicago-house,6
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,4
chicago-house,6
chicago-house,7
chicago-house,6
chicago-house,7
chicago-house,4
chicago-house,6
chicago-house,4
chicago-house,6
chicago-house,7
chicago-house,6
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,7
chicago-house,7
chicago-house,5
chicago-house,5
chicago-house,6
chicago-house,5
chicago-house,36
chicago-house,31
chicago-house,30
chicago-house,37
chicago-house,6
chicago-house,7
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,6
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,7
chicago-house,6
chicago-house,5
chicago-house,6
chicago-house,5
chicago-house,6
chicago-house,5
chicago-house,4
chicago-house,5
chicago-house,5
chicago-house,7
chicago-house,6
chicago-house,7
chicago-house,5
chicago-house,5
chicago-house,5
chicago-house,4
chicago-house,6
chicago-house,7
chicago-house,5
chicago-house,7
chicago-house,6
chicago-house,5
chicago-house,7
chicago-house,6
chicago-house,7
chicago-house,6
chicago-house,5
chicago-house,5
chicago-house,7
chicago-house,6
chicago-house,5
chicago-house,6
chicago-house,6
chicago-house,5
chicago-house,5
chicago-house,6
children,77
children,72
children,46
children,64
children,69
children,68
children,64
children,64
children,62
children,49
children,64
children,52
children,67
children,67
children,56
children,59
children,66
children,66
children,0
children,63
children,1
children,0
children,1
children,0
children,0
children,1
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,63
children,57
children,61
children,53
children,47
children,60
children,60
children,49
children,48
children,46
children,45
children,48
children,57
children,46
children,47
children,58
children,50
children,41
children,60
children,63
children,52
children,57
children,59
children,50
children,32
children,60
children,55
children,61
children,61
children,60
children,60
children,47
children,61
children,65
children,60
children,63
children,59
children,60
children,47
children,46
children,57
children,44
children,49
children,0
children,0
children,44
children,0
children,0
children,0
children,0
children,56
children,49
children,56
children,53
children,39
children,54
children,49
children,44
children,45
children,56
children,45
children,44
children,44
children,46
children,45
children,52
children,58
children,43
children,57
children,49
children,51
children,55
children,56
children,50
children,31
children,61
children,55
children,46
children,41
children,47
children,43
children,0
children,41
children,0
children,0
children,0
children,43
children,44
children,43
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,53
children,40
children,55
children,28
children,54
children,61
children,42
children,48
children,62
children,44
children,54
children,60
children,49
children,54
children,51
children,48
children,48
children,44
children,54
children,52
children,56
children,56
children,55
children,28
children,58
children,61
children,55
children,37
children,62
children,50
children,54
children,29
children,62
children,53
children,61
children,59
children,53
children,42
children,0
children,0
children,0
children,40
children,42
children,0
children,0
children,40
children,39
children,38
children,40
children,41
children,52
children,26
children,28
children,54
children,45
children,54
children,1
children,39
children,42
children,42
children,53
children,53
children,26
children,48
children,53
children,0
children,26
children,39
children,40
children,55
children,50
children,27
children,53
children,55
children,48
children,60
children,34
children,57
children,38
children,39
children,56
children,38
children,38
children,39
children,39
children,40
children,38
children,38
children,0
children,39
children,0
children,0
children,37
children,0
children,39
children,0
children,39
children,37
children,38
children,38
children,42
children,57
children,31
children,55
children,53
children,25
children,58
children,52
children,60
children,46
children,38
children,24
children,46
children,59
children,21
children,20
children,21
children,27
children,20
children,19
children,58
children,19
children,23
children,59
children,38
children,18
children,20
children,18
children,37
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,37
children,43
children,59
children,58
children,24
children,51
children,45
children,43
children,38
children,27
children,48
children,42
children,41
children,58
children,24
children,41
children,41
children,44
children,55
children,58
children,56
children,48
children,48
children,53
children,37
children,57
children,54
children,26
children,37
children,60
children,43
children,56
children,48
children,36
children,37
children,37
children,36
children,37
children,37
children,37
children,36
children,37
children,37
children,37
children,36
children,36
children,37
children,35
children,35
children,36
children,36
children,57
children,47
children,50
children,42
children,40
children,28
children,0
children,52
children,57
children,54
children,0
children,40
children,5
children,51
children,13
children,58
children,2
children,42
children,53
children,50
children,7
children,25
children,46
children,45
children,34
children,57
children,52
children,34
children,2
children,44
children,4
children,26
children,60
children,57
children,56
children,36
children,35
children,16
children,21
children,36
children,35
children,57
children,35
children,34
children,35
children,36
children,34
children,34
children,35
children,35
children,29
children,40
children,41
children,29
children,40
children,41
children,6
children,40
children,49
children,38
children,56
children,40
children,0
children,50
children,57
children,35
children,42
children,23
children,44
children,34
children,42
children,22
children,48
children,53
children,23
children,35
children,60
children,23
children,47
children,24
children,42
children,57
children,42
children,34
children,53
children,44
children,33
children,47
children,33
children,33
children,53
children,33
children,34
children,8
children,34
children,34
children,33
children,34
children,35
children,34
children,33
children,53
children,55
children,48
children,53
children,39
children,51
children,54
children,45
children,53
children,36
children,53
children,41
children,52
children,22
children,61
children,43
children,22
children,45
children,22
children,53
children,22
children,42
children,45
children,42
children,46
children,48
children,33
children,53
children,48
children,28
children,34
children,50
children,33
children,32
children,33
children,34
children,34
children,34
children,33
children,32
children,34
children,34
children,33
children,34
children,33
children,34
children,33
children,32
children,33
children,25
children,54
children,24
children,35
children,45
children,51
children,21
children,42
children,21
children,44
children,54
children,42
children,52
children,22
children,21
children,40
children,21
children,46
children,49
children,37
children,49
children,31
children,54
children,42
children,22
children,32
children,31
children,50
children,32
children,32
children,54
children,32
children,48
children,32
children,32
children,33
children,32
children,33
children,33
children,32
children,33
children,33
children,33
children,33
children,33
children,33
children,33
children,31
children,32
children,31
children,22
children,53
children,20
children,39
children,47
children,47
children,37
children,54
children,41
children,47
children,36
children,47
children,46
children,47
children,34
children,39
children,43
children,42
children,42
children,44
children,21
children,20
children,20
children,21
children,56
children,54
children,55
children,47
children,21
children,44
children,41
children,53
children,36
children,31
children,32
children,52
children,31
children,31
children,32
children,32
children,32
children,31
children,31
children,32
children,32
children,32
children,32
children,32
children,31
children,31
children,47
children,49
children,56
children,52
children,47
children,52
children,48
children,48
children,40
children,20
children,43
children,48
children,44
children,53
children,30
children,55
children,38
children,35
children,47
children,37
children,56
children,53
children,41
children,52
children,31
children,56
children,31
children,57
children,31
children,31
children,31
children,0
children,31
children,31
children,31
children,57
children,50
children,32
children,31
children,30
children,31
children,31
children,31
children,30
children,31
children,31
children,30
children,32
children,31
children,31
children,42
children,19
children,19
children,49
children,49
children,46
children,43
children,37
children,46
children,44
children,20
children,44
children,48
children,50
children,34
children,19
children,46
children,52
children,54
children,52
children,50
children,41
children,42
children,20
children,40
children,41
children,30
children,30
children,40
children,52
children,30
children,30
children,30
children,49
children,31
children,32
children,30
children,30
children,61
children,50
children,30
children,32
children,32
children,30
children,30
children,31
children,31
children,31
children,30
children,31
children,40
children,19
children,53
children,52
children,35
children,47
children,19
children,19
children,43
children,19
children,30
children,41
children,26
children,39
children,55
children,24
children,56
children,46
children,19
children,39
children,30
children,29
children,44
children,19
children,45
children,45
children,29
children,42
children,30
children,30
children,31
children,30
children,31
children,31
children,29
children,29
children,29
children,30
children,30
children,30
children,30
children,31
children,31
children,30
children,31
children,29
children,31
children,31
children,30
children,30
children,55
children,51
children,45
children,22
children,19
children,26
children,34
children,38
children,19
children,42
children,52
children,49
children,49
children,37
children,38
children,39
children,48
children,51
children,50
children,29
children,52
children,30
children,39
children,45
children,29
children,29
children,51
children,43
children,30
children,31
children,30
children,29
children,30
children,30
children,29
children,30
children,30
children,30
children,30
children,29
children,29
children,30
children,29
children,29
children,31
children,29
children,30
children,30
children,29
children,29
children,56
children,28
children,38
children,34
children,48
children,36
children,18
children,37
children,52
children,44
children,18
children,26
children,49
children,34
children,44
children,39
children,28
children,42
children,29
children,38
children,45
children,54
children,29
children,28
children,43
children,29
children,44
children,29
children,29
children,29
children,29
children,29
children,29
children,29
children,30
children,29
children,29
children,30
children,29
children,29
children,29
children,29
children,30
children,29
children,30
children,30
children,29
children,29
children,29
children,29
children,54
children,22
children,52
children,48
children,41
children,53
children,32
children,47
children,50
children,28
children,41
children,35
children,44
children,49
children,40
children,39
children,29
children,18
children,42
children,43
children,48
children,46
children,18
children,38
children,29
children,48
children,53
children,29
children,43
children,29
children,28
children,28
children,28
children,29
children,29
children,29
children,29
children,29
children,29
children,29
children,0
children,29
children,28
children,30
children,29
children,28
children,29
children,29
children,28
children,29
children,65
children,47
children,20
children,46
children,46
children,27
children,51
children,40
children,35
children,18
children,46
children,40
children,60
children,49
children,38
children,45
children,18
children,0
children,28
children,38
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,28
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,28
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,0
children,28
children,28
children,28
children,29
children,28
children,54
children,43
children,44
children,17
children,54
children,41
children,28
children,39
children,51
children,28
children,28
children,42
children,38
children,25
children,37
children,45
children,37
children,52
children,42
children,18
children,28
children,28
children,28
children,28
children,28
children,28
children,28
children,28
children,0
children,28
children,28
children,28
children,28
children,29
children,28
children,0
children,28
children,29
children,29
children,28
children,28
children,28
children,28
children,28
children,28
children,28
children,28
children,29
children,28
children,28
chill,75
chill,74
chill,60
chill,68
chill,75
chill,74
chill,71
chill,83
chill,69
chill,68
chill,71
chill,71
chill,67
chill,93
chill,60
chill,69
chill,76
chill,76
chill,57
chill,68
chill,68
chill,60
chill,70
chill,0
chill,67
chill,67
chill,67
chill,0
chill,0
chill,74
chill,54
chill,0
chill,63
chill,3
chill,0
chill,0
chill,0
chill,0
chill,0
chill,1
chill,0
chill,1
chill,0
chill,1
chill,0
chill,0
chill,0
chill,0
chill,0
chill,0
chill,76
chill,56
chill,63
chill,70
chill,79
chill,63
chill,65
chill,73
chill,79
chill,71
chill,75
chill,74
chill,66
chill,71
chill,66
chill,72
chill,61
chill,70
chill,70
chill,59
chill,64
chill,62
chill,68
chill,63
chill,56
chill,65
chill,67
chill,65
chill,0
chill,54
chill,56
chill,0
chill,65
chill,0
chill,67
chill,1
chill,0
chill,66
chill,62
chill,54
chill,69
chill,1
chill,0
chill,0
chill,0
chill,0
chill,0
chill,0
chill,0
chill,58
chill,68
chill,72
chill,63
chill,72
chill,67
chill,69
chill,65
chill,68
chill,68
chill,71
chill,64
chill,63
chill,55
chill,62
chill,49
chill,67
chill,51
chill,67
chill,72
chill,69
chill,58
chill,77
chill,62
chill,64
chill,36
chill,75
chill,61
chill,49
chill,68
chill,58
chill,75
chill,27
chill,60
chill,68
chill,70
chill,60
chill,62
chill,17
chill,75
chill,55
chill,64
chill,57
chill,39
chill,66
chill,64
chill,58
chill,61
chill,42
chill,61
chill,0
chill,60
chill,58
chill,70
chill,57
chill,64
chill,71
chill,71
chill,63
chill,71
chill,66
chill,61
chill,66
chill,66
chill,63
chill,60
chill,57
chill,68
chill,63
chill,50
chill,67
chill,63
chill,69
chill,69
chill,62
chill,56
chill,71
chill,53
chill,63
chill,61
chill,66
chill,59
chill,66
chill,56
chill,60
chill,56
chill,65
chill,57
chill,56
chill,58
chill,44
chill,55
chill,52
chill,62
chill,54
chill,61
chill,0
chill,63
chill,63
chill,63
chill,74
chill,64
chill,64
chill,48
chill,70
chill,67
chill,53
chill,57
chill,64
chill,44
chill,66
chill,61
chill,61
chill,68
chill,67
chill,58
chill,67
chill,49
chill,23
chill,49
chill,55
chill,61
chill,68
chill,45
chill,68
chill,57
chill,26
chill,63
chill,61
chill,62
chill,55
chill,53
chill,62
chill,60
chill,63
chill,65
chill,68
chill,68
chill,57
chill,56
chill,43
chill,60
chill,66
chill,59
chill,58
chill,60
chill,0
chill,47
chill,62
chill,65
chill,0
chill,63
chill,59
chill,61
chill,64
chill,67
chill,64
chill,61
chill,66
chill,57
chill,59
chill,52
chill,65
chill,53
chill,58
chill,62
chill,56
chill,61
chill,47
chill,64
chill,57
chill,65
chill,57
chill,57
chill,53
chill,65
chill,51
chill,63
chill,62
chill,64
chill,57
chill,59
chill,9
chill,2
chill,46
chill,51
chill,57
chill,55
chill,47
chill,58
chill,64
chill,21
chill,69
chill,58
chill,54
chill,67
chill,58
chill,59
chill,60
chill,57
chill,56
chill,68
chill,62
chill,57
chill,62
chill,48
chill,58
chill,58
chill,43
chill,57
chill,56
chill,56
chill,57
chill,64
chill,55
chill,36
chill,64
chill,62
chill,67
chill,46
chill,61
chill,64
chill,58
chill,55
chill,56
chill,71
chill,66
chill,43
chill,52
chill,56
chill,57
chill,69
chill,58
chill,61
chill,60
chill,56
chill,47
chill,53
chill,64
chill,62
chill,56
chill,54
chill,59
chill,61
chill,61
chill,59
chill,65
chill,0
chill,0
chill,0
chill,0
chill,67
chill,65
chill,69
chill,58
chill,61
chill,59
chill,62
chill,68
chill,55
chill,62
chill,73
chill,64
chill,59
chill,58
chill,64
chill,66
chill,49
chill,57
chill,60
chill,62
chill,35
chill,48
chill,61
chill,56
chill,71
chill,55
chill,58
chill,64
chill,60
chill,67
chill,63
chill,60
chill,70
chill,63
chill,56
chill,41
chill,54
chill,46
chill,60
chill,59
chill,61
chill,59
chill,65
chill,58
chill,53
chill,62
chill,59
chill,56
chill,66
chill,50
chill,54
chill,55
chill,58
chill,63
chill,55
chill,43
chill,62
chill,62
chill,53
chill,53
chill,55
chill,59
chill,61
chill,40
chill,45
chill,57
chill,55
chill,51
chill,59
chill,57
chill,59
chill,63
chill,53
chill,58
chill,66
chill,60
chill,47
chill,42
chill,65
chill,57
chill,48
chill,52
chill,60
chill,61
chill,53
chill,50
chill,54
chill,61
chill,61
chill,53
chill,51
chill,56
chill,58
chill,51
chill,63
chill,45
chill,51
chill,54
chill,61
chill,56
chill,57
chill,57
chill,53
chill,54
chill,58
chill,65
chill,60
chill,65
chill,59
chill,59
chill,62
chill,64
chill,57
chill,61
chill,57
chill,55
chill,64
chill,40
chill,59
chill,56
chill,59
chill,62
chill,56
chill,60
chill,59
chill,61
chill,59
chill,51
chill,60
chill,51
chill,59
chill,50
chill,49
chill,58
chill,65
chill,53
chill,64
chill,59
chill,56
chill,56
chill,47
chill,51
chill,59
chill,60
chill,58
chill,60
chill,55
chill,65
chill,42
chill,0
chill,53
chill,58
chill,67
chill,58
chill,57
chill,58
chill,67
chill,65
chill,56
chill,60
chill,62
chill,46
chill,60
chill,58
chill,61
chill,53
chill,49
chill,58
chill,40
chill,56
chill,51
chill,67
chill,59
chill,57
chill,57
chill,50
chill,43
chill,58
chill,59
chill,59
chill,64
chill,45
chill,57
chill,63
chill,53
chill,44
chill,45
chill,51
chill,30
chill,58
chill,63
chill,58
chill,58
chill,57
chill,55
chill,56
chill,50
chill,49
chill,58
chill,59
chill,58
chill,50
chill,55
chill,57
chill,61
chill,58
chill,58
chill,57
chill,51
chill,51
chill,57
chill,50
chill,58
chill,58
chill,58
chill,57
chill,66
chill,48
chill,55
chill,56
chill,65
chill,60
chill,61
chill,62
chill,60
chill,62
chill,48
chill,58
chill,47
chill,60
chill,61
chill,63
chill,46
chill,54
chill,53
chill,53
chill,59
chill,56
chill,52
chill,51
chill,52
chill,57
chill,56
chill,57
chill,47
chill,52
chill,60
chill,60
chill,59
chill,60
chill,58
chill,58
chill,54
chill,54
chill,55
chill,52
chill,61
chill,57
chill,54
chill,61
chill,52
chill,49
chill,48
chill,53
chill,44
chill,55
chill,52
chill,43
chill,53
chill,59
chill,59
chill,47
chill,59
chill,51
chill,50
chill,66
chill,54
chill,55
chill,61
chill,56
chill,49
chill,33
chill,65
chill,45
chill,63
chill,58
